msec,Experiment,Exper,µVpostEEMD1Ozsqua,µVpostEEMD2Ozsqua,µVpostEEMD3Ozsqua,µVpostEEMD4Ozsqua,µVpostEEMD5Ozsqua,µVpostEEMD6Ozsqua,µVpostEEMD7Ozsqua,µVpostEEMD1combinexpOzSquareMask,µVpostEEMD2combinexpOzSquareMask,µVpostEEMD3combinexpOzSquareMask,µVpostEEMD4combinexpOzSquareMask,µVpostEEMD5combinexpOzSquareMask,µVpostEEMD6combinexpOzSquareMask,µVpostEEMD7combinexpOzSquareMask,µVpostEEMD1combinexpOzSquarePseudo,µVpostEEMD2combinexpOzSquarePseudo,µVpostEEMD3combinexpOzSquarePseudo,µVpostEEMD4combinexpOzSquarePseudo,µVpostEEMD5combinexpOzSquarePseudo,µVpostEEMD6combinexpOzSquarePseudo,µVpostEEMD7combinexpOzSquarePseudo,µVpostEEMD1Ozdiamo,µVpostEEMD2Ozdiamo,µVpostEEMD3Ozdiamo,µVpostEEMD4Ozdiamo,µVpostEEMD5Ozdiamo,µVpostEEMD6Ozdiamo,µVpostEEMD7Ozdiamo,µVpostEEMD1combinexpOzDiamondMask,µVpostEEMD2combinexpOzDiamondMask,µVpostEEMD3combinexpOzDiamondMask,µVpostEEMD4combinexpOzDiamondMask,µVpostEEMD5combinexpOzDiamondMask,µVpostEEMD6combinexpOzDiamondMask,µVpostEEMD7combinexpOzDiamondMask,µVpostEEMD1combinexpOzDiamondPseudo,µVpostEEMD2combinexpOzDiamondPseudo,µVpostEEMD3combinexpOzDiamondPseudo,µVpostEEMD4combinexpOzDiamondPseudo,µVpostEEMD5combinexpOzDiamondPseudo,µVpostEEMD6combinexpOzDiamondPseudo,µVpostEEMD7combinexpOzDiamondPseudo,µVpostEEMD1OzMask,µVpostEEMD2OzMask,µVpostEEMD3OzMask,µVpostEEMD4OzMask,µVpostEEMD5OzMask,µVpostEEMD6OzMask,µVpostEEMD7OzMask,µVpostEEMD1OzPseudomask,µVpostEEMD2OzPseudomask,µVpostEEMD3OzPseudomask,µVpostEEMD4OzPseudomask,µVpostEEMD5OzPseudomask,µVpostEEMD6OzPseudomask,µVpostEEMD7OzPseudomask
430,Experiment I,1,445.9910484,109.4580868,76.03129162,83.94410401,78.9591564,35.95187256,118.8123983,415.8142924,188.3303817,155.7744621,162.0004351,1410.229927,1480.707753,45.38791204,151.0760536,185.2965266,266.9589599,81.6461045,597.6552267,504.8470161,80.94124775,343.8025324,208.929868,95.77190708,76.27948048,65.50068053,216.8272003,257.1126926,221.2029416,92.02344765,133.7663,79.52293904,4.560886625,116.2660169,42.25957908,276.6485,148.4335,115.9966,87.59471,74.1912,67.86334,25.8205,408.045039800599,249.609561816412,128.172965219322,7.19771275396374,48.6133972115041,63.4567166121158,141.379998531239,176.475347517083,247.6679216825,83.6043642390322,98.0337799081795,48.858961308804,90.7951746125462,70.8083045656001
435,Experiment I,1,458.1072529,95.32407921,80.98401795,86.0885918,79.14224819,41.59708072,125.1815209,399.2624819,200.2563137,153.2741745,167.7999851,1405.613148,1476.812589,45.38791204,111.2230873,167.7078526,259.5422558,81.43247091,603.1510512,511.5206907,80.94124775,384.2278797,166.7306725,103.9183287,74.9733416,62.07175589,223.8147077,260.4267312,196.7431586,119.9876302,150.2475083,77.83800436,5.323777435,116.4634239,42.66487726,219.7746,172.9041,130.1066,88.0553,75.13288,68.12469,26.16486,686.327375406015,300.254268226827,127.556934318138,8.2233521764638,49.8122034834548,65.4302125407343,145.544401352698,123.380334585834,240.585669253021,79.791305675698,103.682675009741,49.4348852003452,90.8580718453514,70.3557725574149
440,Experiment I,1,711.224601,96.72919673,86.17483854,88.21770889,79.45158694,47.3477206,127.905382,442.2752222,225.6771466,152.2829832,177.3113169,1399.450964,1475.072685,45.38791204,193.6124737,162.1624677,253.6722035,81.10738548,607.9324407,514.9727975,80.94124775,367.5150779,131.2234532,109.7983613,73.57339101,58.61129262,230.7803302,264.3237083,168.2116427,137.5360062,166.9531119,76.03106988,6.23329666,116.4293556,42.4072448,237.4294,180.4676,144.2186,88.48222,76.14358,68.23408,26.18768,569.576726509099,361.877161327634,124.854363572803,9.68966760061808,51.0095318806662,67.2595559741459,147.19277375112,59.9811086168715,240.433362737794,78.1934183995609,110.037095641191,50.0244309624761,90.7102629029648,69.9108082658806
445,Experiment I,1,547.7138173,104.0389174,91.34553355,89.74335328,79.65293462,53.43178967,133.8574291,322.0995455,260.1618173,152.1617644,185.7106588,1395.28465,1471.069755,45.38791204,225.5240891,152.5219368,248.0145069,80.78972374,613.2080805,521.5107064,80.94124775,166.4146209,116.1057925,115.0515121,71.7306892,54.42539935,238.0686435,267.4996578,197.6405952,157.5904609,183.447636,74.12573661,7.344323781,116.6574192,42.80615624,308.1762,183.2253,157.8316,88.95317,77.25304,68.49174,26.52199,559.908019772461,397.649171048935,120.794428656721,10.831659235901,51.8135480184122,69.4172286227248,151.289170865159,113.655921769931,239.346911702098,78.6396903172787,116.984041547974,50.6351287121308,90.762099936407,69.4534553642204
450,Experiment I,1,450.838066,110.4766938,97.03786855,91.24244471,79.95172566,59.68025169,136.906565,268.5409619,280.0357075,157.3352322,196.456119,1389.60063,1469.224196,45.38791204,244.3701301,155.3944725,243.6769622,80.32947089,617.8443444,525.2493518,80.94124775,57.3350839,108.6188407,120.2439999,69.45151991,50.02003021,245.350996,271.6136574,178.2216382,188.1948551,196.9119711,72.36954348,8.588455047,116.7116663,42.58675952,367.1493,194.6928,170.3446,89.54023,78.41475,68.6154,26.56211,703.222472318065,408.607079731447,116.543428093297,12.2007591069046,52.6954265148703,71.4372903811823,153.191301767022,155.051835413822,241.23301851357,82.1636010945682,124.452598677694,51.2435667118573,90.6103194084559,69.0032639474958
455,Experiment I,1,269.1648401,118.9133849,104.2009162,91.86629449,80.21806961,66.24416174,142.4369887,258.7468485,254.0757397,168.78899,203.3071166,1385.839311,1465.170857,45.38791204,219.8777161,170.3552615,241.5484167,79.91778439,622.863393,531.6590821,80.94124775,203.5814639,96.47241141,123.9122954,66.52554026,45.14808907,252.8503343,274.6863766,144.1106362,211.7726657,205.5731208,70.71011319,10.05503236,116.9687984,42.97754739,546.2605,208.8612,182.1031,90.31738,79.63133,68.87107,26.88596,397.990059745,412.224393535203,112.724409490932,13.1223820853795,53.190411327169,73.7873860971513,157.216515261056,70.9523716193681,244.901590176156,87.5594757902061,132.387683736474,51.9030443312686,90.6493580132828,68.5416857025066
460,Experiment I,1,440.8916112,124.1285666,112.935573,92.39936774,80.5440699,73.02427419,145.7427147,363.3245312,205.775435,179.2617064,209.6498605,1380.618028,1463.249984,45.38791204,285.9224215,198.0550966,241.3059801,79.35483743,627.3123278,535.6662028,80.94124775,467.9442452,92.00196227,123.0277361,63.25936238,40.13554955,260.3610485,278.9786596,199.8759688,210.851378,210.0920677,69.23424268,11.67694468,117.1047203,42.79622727,549.7658,216.7265,191.8501,91.22377,80.8772,69.00987,26.94258,236.334718688688,401.735944934355,110.281765986479,14.1417881444516,53.811077541269,76.0152275969348,159.359794413407,93.6431597243918,240.811403484654,95.6259126697274,140.401995273201,52.5634295901174,90.4891225548525,68.0868586818333
465,Experiment I,1,707.6254115,137.4970757,124.0662555,92.08980953,80.89691881,80.08795143,150.8568856,371.0987298,174.042488,188.8202422,210.8602474,1377.246569,1459.19659,45.38791204,401.4194692,222.3124753,243.4366837,78.87723896,632.0407476,541.9593656,80.94124775,520.8078167,117.3507987,119.1338044,60.18732224,34.95266027,268.0060131,281.9809236,360.1306179,189.9388572,211.0994905,67.8947701,13.57018884,117.3880332,43.17737416,348.5835,212.4812,199.984,92.42486,82.18315,69.26515,27.2557,292.306669461901,389.970260633028,110.53426072697,14.8782059861309,54.0624925863727,78.5734922705609,163.313129476316,133.297742395668,247.572328934251,105.187300089197,148.030187304321,53.2934267944554,90.5077845343517,67.6216799444833
470,Experiment I,1,567.886552,157.5956144,138.1039912,91.71669027,81.24579714,87.3678484,154.3542333,231.3095397,170.4252955,195.0671148,209.2006359,1372.495535,1457.226584,45.38791204,213.1694895,244.0248406,248.1422487,78.26320918,636.2617788,546.220229,80.94124775,382.0230983,162.5645402,118.2211511,57.26728253,29.64079771,275.6854095,286.4123405,438.0967009,175.806284,212.3513084,66.68297735,15.68355758,117.5939346,43.03388829,372.27,192.5572,205.0999,93.82734,83.54853,69.4198,27.32803,129.309871954751,377.541920573916,112.515061641022,15.7304068213336,54.4587385760419,81.0323454427129,165.685247941453,113.311579344467,265.439355497217,112.642795277278,154.560135992565,54.0174367262167,90.3351619930468,67.1628420139134
475,Experiment I,1,588.8120583,168.8868087,154.1666886,90.6084055,81.61355014,94.85355107,159.0640777,228.1966371,180.8549802,197.8288376,202.2452132,1369.522091,1453.225099,45.38791204,108.0160827,260.6875964,256.6625265,77.78313176,640.6667552,552.4116283,80.94124775,399.9656169,189.2012924,121.3190665,55.04727056,24.4493215,283.4314367,289.3741432,301.6869011,183.0882275,213.9416706,65.50793093,18.10967736,117.892872,43.40408227,296.6969,166.504,206.1866,95.75071,84.99751,69.67622,27.63023,153.586911581536,378.293302258421,115.454730546582,16.6220042011079,54.5171453122165,83.8177900025001,169.568817818453,262.097743110333,280.179182274957,118.153723200623,160.2159105946,54.8247930381692,90.3312083561422,66.6947197782024
480,Experiment I,1,616.3216772,184.2552047,168.1373868,89.2801113,81.84551439,102.5356015,162.6875027,235.332215,188.5789901,204.7410479,193.1353039,1365.276536,1451.236824,45.38791204,291.8365602,271.465146,268.4463614,77.22484202,644.6197783,556.9142175,80.94124775,527.7733941,182.008589,125.7218167,53.23888585,19.25551767,291.2330696,293.9046466,258.5579426,209.2630669,216.5744642,64.21188246,20.73340402,118.1501244,43.29811398,318.8807,146.1848,205.3372,97.96461,86.52037,69.84735,27.71753,218.085780151502,402.500931420243,117.735799905485,17.7445405714334,54.7149749109995,86.5319981840494,172.153044918721,461.654258760877,304.33615005922,121.623593300144,164.923395613564,55.6229334511067,90.1464248807161,66.2325318452283
485,Experiment I,1,250.7471339,218.0499579,178.5359913,87.16176606,81.96477868,110.3625971,167.0063478,223.1706991,176.2187147,220.7873422,182.9926695,1362.694945,1447.344042,45.38791204,515.1647115,270.7093045,281.3322003,76.89782373,648.6685355,563.0215329,80.94124775,537.4749603,169.805822,127.6726645,52.25534139,14.79317339,299.0444118,296.8522433,293.274726,236.2702174,220.4935125,62.62343148,23.62373623,118.4503308,43.65623524,264.0092,152.4598,203.8624,100.5472,88.13066,70.10643,28.00869,253.613433488656,414.33926320624,117.880504920063,19.3532556402648,54.6020286914503,89.5674746605937,175.967264663505,484.184753305572,330.311664560066,124.239859517383,169.033671225994,56.5144040860072,90.1190999698962,65.7621582595799
490,Experiment I,1,62.19145564,250.3838234,183.2070848,84.36665524,81.6855225,118.3716025,170.687428,245.7818866,164.8770178,246.3249233,172.2874104,1358.866047,1445.374858,45.38791204,416.363896,254.8514743,294.0534802,76.65841296,652.3121667,567.7562314,80.94124775,366.1961631,181.5974062,123.9583121,51.83585704,11.30600211,306.9260904,301.4400342,216.1257364,236.0747994,225.2065746,60.69041702,26.6620077,118.7348654,43.58740192,338.593,182.9697,202.8822,103.4101,89.81867,70.29464,28.11024,366.535833084184,387.100518777712,114.376750838924,21.4165766548992,54.5603548336832,92.5668434242355,178.743519544894,406.011599665659,331.286190393699,127.55699963704,172.542655164815,57.3959542838599,89.9229242268297,65.2973206833443
495,Experiment I,1,274.4929307,254.5978972,184.0789982,81.34122794,81.19980641,126.4755865,174.6268778,288.5198134,205.3593334,271.3985161,163.9330265,1356.503863,1441.654426,45.38791204,514.4579794,242.1976279,305.2089439,76.93672766,655.967699,573.799805,80.94124775,312.9711188,201.219754,117.5145698,52.1613292,10.71579086,314.7679937,304.3944981,286.0715461,208.5884187,231.1934085,58.57131351,29.91587651,119.0165259,43.93250993,431.5872,203.663,202.4092,106.7832,91.58956,70.55798,28.39034,657.909557866313,350.984270201305,109.039425815525,24.4254507999639,54.2035071812315,95.8827014521689,182.491446742977,378.892003197609,324.576807266828,132.190818495125,175.929000748225,58.3760774017148,89.8717867180272,64.8254262315372
500,Experiment I,1,579.5784081,238.5355267,185.3505229,78.38372103,80.38648261,134.7440434,178.2917592,275.1687605,284.2090787,290.3266907,156.8722041,1352.909217,1439.750574,45.38791204,736.3861419,222.0180951,312.5956472,77.71429699,659.2521747,578.7588833,80.94124775,310.57234,191.4956055,112.2322726,52.77219252,12.91637803,322.6844527,308.994474,373.1734619,166.7201676,237.5215012,56.20385409,33.26642368,119.2993885,43.90037099,294.2196,208.1632,202.1015,110.6528,93.43357,70.76396,28.50542,713.785727824061,342.812904453911,101.130969172582,28.1822858790266,53.8658081531786,99.20247998435,185.440092478255,316.361069071641,321.317005863411,137.899347194326,179.239942421902,59.3461490321873,89.6652196008286,64.3586822580045
505,Experiment I,1,686.0019496,224.0615005,184.2190665,75.92135615,79.49088153,143.0614926,181.8575178,246.8020448,329.1637851,309.2625356,155.3049476,1350.558253,1436.276004,45.38791204,789.1055767,191.0604328,315.2128204,79.31159076,662.4660671,584.7585494,80.94124775,375.7867369,159.5049601,108.1187618,53.21665448,16.99623216,330.5152594,311.9692322,241.6474362,133.1994195,243.9997026,53.70190807,36.77442014,119.5403847,44.2316923,589.5813,216.386,199.5975,115.272,95.34597,71.03334,28.77448,427.107020331579,355.11620753848,92.1440945635735,33.2314634319915,53.3114446008951,102.834377969347,189.128054216432,289.94929169349,311.275119163504,142.152449441315,182.751429846038,60.4124342533499,89.5900022615622,63.8860391053298
510,Experiment I,1,712.9890896,215.8839981,182.1187911,73.84952494,78.3497625,151.515698,185.4223786,247.6477297,295.8671497,328.3619692,157.8475374,1346.98132,1434.496479,45.38791204,764.8909665,168.9324056,314.0701738,81.53843474,665.3223948,589.9217485,80.94124775,399.5816588,129.7063764,104.4665621,53.57847978,21.71981455,338.4090961,316.5298232,225.7361963,154.708518,250.006606,50.94855905,40.32552379,119.8029576,44.2357566,904.5032,244.3149,194.8054,120.7416,97.31329,71.2581,28.90243,336.031522349583,341.58525211283,83.1115947822414,39.1791792687281,52.7925940298631,106.513812489935,192.231597392624,219.173223735447,301.844176835675,145.376374884675,186.522710128179,61.4628685857296,89.3741934356867,63.4181784936325
515,Experiment I,1,608.2922723,207.7513365,177.5546956,72.53664772,77.16798184,159.9683557,188.60695,207.6603485,244.6049725,346.2354203,166.8686808,1344.388648,1431.35644,45.38791204,816.6801187,153.454838,311.1249221,84.57910659,668.0257569,595.8731135,80.94124775,177.5100233,101.0092159,101.1485224,53.74060684,26.58777326,346.1683295,319.5253378,226.2009266,192.7409668,256.1671275,48.02207849,43.98332674,120.0110536,44.55267327,909.4271,277.3579,185.8234,127.2443,99.31532,71.53673,29.16054,552.352818759941,271.754313310765,75.0146182375069,46.0961731796157,52.1671307099879,110.496610111958,195.871804195199,131.559035746877,288.319231836163,148.91564980916,190.666876658264,62.5863461953605,89.2747572476541,62.9456039878824
520,Experiment I,1,910.2497538,187.7332328,168.2489712,71.38934274,75.77431776,168.5086808,191.9696114,122.0866538,235.7139407,357.7004964,178.9897562,1340.554295,1429.780622,45.38791204,784.2006345,133.020877,309.5823194,88.22611395,670.3882908,601.20201,80.94124775,403.4262964,75.55046782,98.81420218,53.66717538,31.54034038,353.9538025,323.9801749,232.7783738,194.8708047,259.2111065,44.78368402,47.63681678,120.2601511,44.59240595,420.4072,295.2896,173.654,134.5528,101.3238,71.78524,29.3007,461.951435671125,192.689342444588,67.82955353617,53.4976441033994,51.5839559600965,114.556982626125,199.113688686336,98.2143648259894,275.281407563455,153.201412596477,195.097717557191,63.6461521333601,89.0509709733141,62.4774668152482
525,Experiment I,1,752.9066726,155.8349491,159.4939568,70.54619096,74.31182854,176.9865825,194.7537055,86.08782518,229.996595,359.1035826,193.2879786,1337.37995,1427.091559,45.38791204,480.005304,101.0040564,312.2750628,92.61834351,672.5540651,607.1010836,80.94124775,463.7837457,57.00638806,97.52388816,53.1397497,36.26290927,361.5448312,326.9759217,292.5256878,171.0218837,258.0254513,41.42346444,51.32685779,120.444684,44.89444488,544.8519,304.4631,161.3591,142.6227,103.2824,72.08021,29.548,365.822570272798,186.130575251359,62.1373205539229,61.4911788346497,50.9954845579039,118.866456286668,202.72008921587,142.598936417742,258.642149818284,156.847790822558,199.385559591096,64.703553176914,88.9272874597802,62.0058271243225
530,Experiment I,1,157.2378927,138.2889269,153.1470863,69.87372256,72.61925934,185.5002394,197.830806,163.5132404,192.4070795,363.7651726,208.7367332,1332.879281,1425.839008,45.38791204,256.9865167,66.75517559,313.4983204,97.58276373,674.4208105,612.5623755,80.94124775,441.8839767,51.06854349,97.76243867,52.16000852,40.91345943,369.1001001,331.2523439,279.2767476,156.5318454,254.7979168,38.1493222,54.91211245,120.6797895,44.96927359,538.7738,307.209,148.5605,151.43,105.1065,72.35608,29.69973,285.466764453704,222.687126515865,59.7781471044257,69.9080463035092,50.4239834541209,123.208334846241,206.082819284395,335.451136702024,222.342426112799,156.461854904868,203.389261602246,65.6735313629417,88.6968844278118,61.5383077482037
535,Experiment I,1,394.9353283,129.9135399,149.2638928,69.17392696,70.75622683,193.9146073,200.250985,252.8075416,126.7785326,379.7010158,224.4999219,1328.665532,1423.7404,45.38791204,139.4498537,75.39444591,307.6981641,103.2365752,676.064183,618.4014278,80.94124775,485.7747978,51.69626109,98.53828101,50.7496714,45.21004859,376.3886272,334.2399853,519.025878,162.1255686,251.9287932,35.07236644,58.40408134,120.8527591,45.25609645,411.2205,290.111,136.8781,160.8039,106.6751,72.6705,29.93641,270.444720909437,216.911901919732,59.2330043551268,78.6797079357548,49.8631847971058,127.711072493722,209.67020714881,395.638684406335,188.05382693987,153.736107357808,207.402590704456,66.6327259718966,88.5490276379922,61.0685216062379
540,Experiment I,1,682.726349,111.321407,145.7458991,67.73280933,68.64683946,202.3262202,203.0261857,362.8681793,75.15017309,401.7185151,240.1304727,1323.262661,1422.87966,45.38791204,35.88308152,83.13345148,289.8815699,109.4283631,677.4366398,623.9445703,80.94124775,459.1441621,52.57778435,99.24507683,49.2278354,49.40123075,383.5529125,338.2943748,697.6935814,168.1153048,252.2123845,32.22511096,61.66241031,121.0816392,45.36541707,373.9262,258.8823,122.3697,170.4601,107.9863,72.97583,30.09911,320.809005791954,166.531841793065,60.1310937461324,87.627941380943,49.2173757720661,132.235315105419,213.135007793114,367.487266295575,170.30550452587,151.173504321201,211.936457243799,67.5177774932991,88.3134505335029,60.6025727511161
545,Experiment I,1,969.0176275,106.1101182,134.6529073,65.85956574,66.50524562,210.609853,205.1671035,433.3680346,99.54529098,424.1130406,254.3166072,1318.206196,1421.403671,45.38791204,41.43119035,69.74978406,258.2426396,116.1916334,678.5729834,629.7030048,80.94124775,370.6844293,52.73325748,100.7722546,47.65581889,53.20247828,390.4219641,341.2865022,763.1331264,164.2525563,253.3235835,29.60023116,64.64340318,121.2563499,45.63681118,214.2697,235.9233,104.547,179.2236,109.079,73.31311,30.32536,257.770699984719,119.686939245699,60.2912249557174,96.0308341863719,48.5376384133111,136.880452696956,216.718252995361,374.838571168981,153.17956342375,148.466262225379,217.04825293182,68.3891925860641,88.1415900230483,60.135615272705
550,Experiment I,1,792.4714358,120.0188814,115.6580658,64.07485732,64.39937149,218.8271922,207.6493747,310.0697081,134.1239521,441.315808,267.243562,1312.425186,1420.926708,45.38791204,106.8132483,110.7122555,225.661735,123.1550759,679.4670162,635.2769477,80.94124775,374.2215383,63.68960442,100.8577039,46.18609362,56.73156768,397.1718221,345.0969832,511.6207261,153.2989863,253.874115,27.18158818,67.27048544,121.4827097,45.77999289,216.2514,227.6445,88.8384,186.85,109.9836,73.6503,30.49845,340.465563838704,102.074640137626,59.0475936542428,104.024117976267,47.8318803235852,141.558926321176,220.264733603682,278.956298030304,129.398322693562,147.39544450879,222.823797963619,69.2001549220575,87.9023450168827,59.6722521951367
555,Experiment I,1,761.111531,143.096013,96.80042355,62.24047377,62.40353179,226.8395507,209.5948679,202.9810607,126.7527873,454.6383431,277.5006,1307.020624,1420.080345,45.38791204,208.5692046,174.899746,200.922005,130.019058,680.1368128,640.9416521,80.94124775,255.2220046,88.00775429,99.71013293,45.01829015,59.60323569,403.6835669,348.1233081,838.7832843,127.3586176,251.2939133,24.92797157,69.55412553,121.6674077,46.03586279,177.3074,222.6785,77.90899,193.6347,110.718,74.01412,30.71454,407.978369744517,139.292430001663,59.1833112723779,111.854745732717,47.2885548883279,146.334185810427,223.858001375598,273.057420519921,116.093513356192,145.906968887726,229.248994366062,69.9911255312522,87.70673251826,59.2091587020872
560,Experiment I,1,672.2072865,167.8669944,81.59884558,60.50361161,60.4956999,234.6852576,211.7884161,133.7125536,104.2781304,465.479916,285.1464464,1301.270403,1419.976746,45.38791204,220.4589372,221.7297082,183.3073564,136.6286735,680.6101733,646.5007855,80.94124775,250.2560211,111.6134645,97.5213729,44.5006605,61.79381748,410.0921654,351.6838303,991.3275057,101.0893487,243.2018675,22.75732944,71.45191366,121.8913844,46.21225261,335.9967,212.7284,73.89958,199.6839,111.2943,74.38586,30.89744,448.117305066436,185.594146387309,59.7828273070458,119.846582366936,46.8940806940216,151.157601427942,227.463770773887,162.160297548444,113.518144454723,139.380549618398,236.634341300213,70.7305873719146,87.4653579288306,58.7494633704767
565,Experiment I,1,596.835352,196.4971772,68.08108864,58.78267348,58.63903748,242.3090194,213.6116615,136.4432799,207.4445585,470.9472314,289.3603766,1295.900128,1419.774684,45.38791204,160.8180847,265.6070823,171.9481096,142.955181,680.9108165,652.0645096,80.94124775,425.9889695,127.0323718,94.599117,44.68970921,63.10621853,416.3222664,354.7753492,668.7871,101.9202337,234.3424134,20.76716174,72.97265107,122.0909081,46.45261257,383.2475,195.7608,73.72085,204.9775,111.7168,74.78024,31.10365,513.897521127747,216.461948429688,63.7924254802552,128.163111956523,46.7568420869888,156.061029665231,231.079642444389,190.628571045579,117.55573880235,128.725268733438,244.824659866306,71.4386270735331,87.2462972641214,58.2913331572174
570,Experiment I,1,549.1619099,224.7414808,55.94897026,57.68848549,56.78328069,249.7535154,215.5177095,191.6432489,313.773688,470.5200868,290.1820249,1290.602169,1420.040266,45.38791204,110.6338678,306.3850983,167.4347621,148.9856038,681.0891799,657.5667617,80.94124775,254.5358203,148.4887738,95.06544221,45.91145864,63.58556141,422.4528906,358.0830563,467.7380505,108.6351177,227.1879019,19.27609629,74.09284575,122.3107013,46.66153938,334.715,182.7756,73.57948,209.3774,111.9854,75.18956,31.29581,540.668429257953,234.829185352799,71.9646519951761,136.429682136377,46.8444609837133,161.023922907869,234.719772259564,192.013731801771,140.61551188818,118.492508683846,253.572978879128,72.0962410686358,87.004304762975,57.8364583621919
575,Experiment I,1,499.4626173,246.9666277,47.66304826,57.11049763,54.8195592,257.0050089,217.2835408,245.617384,384.3235913,466.4697343,287.1479668,1285.692946,1420.478875,45.38791204,132.3584619,336.7599868,168.5610363,154.7232307,681.1848381,663.0267731,80.94124775,227.0492758,172.9548435,101.744065,48.51629207,63.16609256,428.4627928,361.2671203,356.4009256,97.0418459,220.4969277,18.42383125,74.81621949,122.5279667,46.88650666,314.5759,186.2579,74.75484,212.4937,112.0968,75.61895,31.49245,672.56956998546,250.888757837505,79.9840819701737,143.543584067042,47.1712593073462,166.054320421924,238.368148021423,302.349588332566,174.040014547948,110.065540007006,262.312222460315,72.704636976427,86.7620847203436,57.3844583042037
580,Experiment I,1,526.9655564,264.7421063,44.85998917,56.41206538,52.66285355,264.071589,218.9027457,441.4679651,427.2413784,462.5883503,279.9916391,1281.31262,1421.069038,45.38791204,81.79309143,388.3217549,172.9823803,160.2072678,681.2463158,668.4325791,80.94124775,167.0982194,198.6836924,114.9520729,52.39031642,61.83730823,434.3647038,364.3211161,291.5376374,74.18442162,212.1053855,18.35164274,75.13674657,122.7414265,47.1272847,395.2779,198.3142,76.16984,213.5536,112.0476,76.06933,31.69334,656.628218224772,293.652577752047,86.645288050715,149.355406505321,47.6995629441323,171.148322048787,242.014333553754,588.965722073563,207.3529874701,100.804053441698,270.527273243959,73.2534400662995,86.5208421133071,56.9356315910362
585,Experiment I,1,562.4539875,272.3631407,46.98167703,56.12082129,50.31718405,270.9768816,220.6690841,461.5517937,436.3440591,459.1067666,268.7104552,1277.364363,1422.112285,45.38791204,150.5064056,442.0576964,179.2904841,165.4495532,681.3377586,673.7898174,80.94124775,175.0304099,229.74005,130.7017742,56.9400465,59.61701937,440.1998812,367.6208483,59.17157662,22.88312284,202.2610504,18.88746792,75.05776991,122.9791904,47.33707361,426.5419,213.288,78.01272,211.621,111.8575,76.53876,31.88074,213.618638920425,358.164530811476,91.1125608811114,153.378440545762,48.3497824626164,176.299484113425,245.70091993878,628.632498592288,242.894200676447,91.1629758102867,278.41758994842,73.7442819054881,86.2555837361123,56.4909994753056
590,Experiment I,1,547.2842073,275.02242,54.23196598,56.72592651,47.78964575,277.6884431,222.0031199,249.3375823,416.283568,456.1669507,253.3056048,1274.480909,1422.967567,45.38791204,341.1898952,471.450972,182.8535331,170.4735776,681.4934961,679.061457,80.94124775,156.4581763,251.6488157,143.9840312,61.37822716,56.51240184,445.9060175,370.4220886,184.8234102,54.0774,193.7884159,19.61699743,74.57579498,123.1857343,47.60900554,544.0357,234.4156,84.01095,206.4648,111.5924,77.03432,32.08985,331.73627419615,402.199974147392,97.2325520555369,155.201949425676,49.1150442526301,181.508028338929,249.320068305754,571.659838480615,285.074576889902,81.2649970984244,286.153426617169,74.2199837985475,86.0160566324539,56.0495267614861
595,Experiment I,1,180.5686866,296.8932473,66.45752876,57.86050695,45.11250787,284.2695299,223.821824,543.3921774,406.3102275,453.108948,235.4376552,1272.209882,1424.572319,45.38791204,391.4428159,496.319223,181.0556465,175.2699287,681.8280715,684.3199615,80.94124775,152.2489442,251.955804,155.7891075,65.78436468,52.79055433,451.5911494,373.8563433,163.7895579,90.89544761,183.4243589,20.45535199,73.66308896,123.4482363,47.80392237,479.3095,256.498,94.88907,199.0948,111.3319,77.54951,32.26837,204.645959155918,417.041464461824,107.583473021218,156.523050418374,50.0326787220585,186.762701889477,253.04405984734,565.038284712095,339.227385653401,68.6551912809684,293.7780112156,74.6939211897307,85.7273205030779,55.6135741890777
600,Experiment I,1,217.2809537,323.2264107,80.83551993,59.73651084,42.2340988,290.6448691,224.8744829,622.5023701,457.1678246,449.9448227,215.5432763,1271.879011,1425.627954,45.38791204,392.758613,491.2788603,176.2946431,179.7871157,682.3401577,689.4211509,80.94124775,138.6607854,246.4063648,167.8248283,70.18246544,48.57687175,457.1079575,376.4077389,285.6897335,65.69871262,170.1134106,21.39702626,72.35765866,123.651253,48.10630185,361.1893,284.0079,110.9783,190.246,111.1025,78.09518,32.4852,311.373097293724,430.006363913778,118.373834476007,158.909056970039,51.1360037948745,192.053827928639,256.595715540134,634.082289159398,398.655083827778,55.4088073768144,301.343284461608,75.1920720437239,85.4893126161629,55.1808428980335
605,Experiment I,1,262.6324651,331.0381082,96.40419561,62.40067381,39.2212964,296.9189472,226.7918392,510.5790763,594.66449,446.7338248,194.8979587,1272.692333,1427.746541,45.38791204,628.7421802,443.3672592,168.4527831,183.9560644,683.1649074,694.5877434,80.94124775,140.0652874,251.7271463,179.2495994,74.49524039,44.15968506,462.6230077,379.9912114,365.0374096,82.93125957,155.7257232,22.34178174,70.7020113,123.9491118,48.28674051,431.9996,312.0449,130.2153,180.4575,110.9255,78.66285,32.65523,536.815997154263,420.970984146982,131.867066552279,163.202640114764,52.408768870071,197.373678990838,260.345713356784,791.841096038958,440.721036359113,43.1712632390866,309.080843529317,75.7154978339653,85.1745182701159,54.7549575768483
